path	parent	name	id	synapseStore	contentType	used	executed	activityName	activityDescription
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0000301_avg.nii.gz	syn10284975	DET0000301_avg.nii.gz	syn10285043	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0000601_avg.nii.gz	syn10284975	DET0000601_avg.nii.gz	syn10285041	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0000701_avg.nii.gz	syn10284975	DET0000701_avg.nii.gz	syn10285042	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0007301_avg.nii.gz	syn10284975	DET0007301_avg.nii.gz	syn10285044	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0007401_avg.nii.gz	syn10284975	DET0007401_avg.nii.gz	syn10285046	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0007501_avg.nii.gz	syn10284975	DET0007501_avg.nii.gz	syn10285045	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0007601_avg.nii.gz	syn10284975	DET0007601_avg.nii.gz	syn10285047	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0007801_avg.nii.gz	syn10284975	DET0007801_avg.nii.gz	syn10285035	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0008301_avg.nii.gz	syn10284975	DET0008301_avg.nii.gz	syn10285040	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0008501_avg.nii.gz	syn10284975	DET0008501_avg.nii.gz	syn10285039	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0008601_avg.nii.gz	syn10284975	DET0008601_avg.nii.gz	syn10285038	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0008701_avg.nii.gz	syn10284975	DET0008701_avg.nii.gz	syn10285037	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0009101_avg.nii.gz	syn10284975	DET0009101_avg.nii.gz	syn10285016	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0009401_avg.nii.gz	syn10284975	DET0009401_avg.nii.gz	syn10285018	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0009501_avg.nii.gz	syn10284975	DET0009501_avg.nii.gz	syn10285020	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0009701_avg.nii.gz	syn10284975	DET0009701_avg.nii.gz	syn10285022	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0010001_avg.nii.gz	syn10284975	DET0010001_avg.nii.gz	syn10285026	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0010201_avg.nii.gz	syn10284975	DET0010201_avg.nii.gz	syn10285025	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0010401_avg.nii.gz	syn10284975	DET0010401_avg.nii.gz	syn10285028	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0010501_avg.nii.gz	syn10284975	DET0010501_avg.nii.gz	syn10285027	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0010701_avg.nii.gz	syn10284975	DET0010701_avg.nii.gz	syn10285029	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0010801_avg.nii.gz	syn10284975	DET0010801_avg.nii.gz	syn10285021	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0010901_avg.nii.gz	syn10284975	DET0010901_avg.nii.gz	syn10285024	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0011201_avg.nii.gz	syn10284975	DET0011201_avg.nii.gz	syn10285034	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0011301_avg.nii.gz	syn10284975	DET0011301_avg.nii.gz	syn10285036	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0011401_avg.nii.gz	syn10284975	DET0011401_avg.nii.gz	syn10285033	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0011501_avg.nii.gz	syn10284975	DET0011501_avg.nii.gz	syn10285032	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0011601_avg.nii.gz	syn10284975	DET0011601_avg.nii.gz	syn10285030	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0011701_avg.nii.gz	syn10284975	DET0011701_avg.nii.gz	syn10285031	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0012001_avg.nii.gz	syn10284975	DET0012001_avg.nii.gz	syn10285019	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0012101_avg.nii.gz	syn10284975	DET0012101_avg.nii.gz	syn10285017	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0012201_avg.nii.gz	syn10284975	DET0012201_avg.nii.gz	syn10285023	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0012401_avg.nii.gz	syn10284975	DET0012401_avg.nii.gz	syn10284979	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0012501_avg.nii.gz	syn10284975	DET0012501_avg.nii.gz	syn10284978	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0012901_avg.nii.gz	syn10284975	DET0012901_avg.nii.gz	syn10284987	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0013001_avg.nii.gz	syn10284975	DET0013001_avg.nii.gz	syn10285011	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0013101_avg.nii.gz	syn10284975	DET0013101_avg.nii.gz	syn10285008	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0013301_avg.nii.gz	syn10284975	DET0013301_avg.nii.gz	syn10285007	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0013401_avg.nii.gz	syn10284975	DET0013401_avg.nii.gz	syn10285012	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0013801_avg.nii.gz	syn10284975	DET0013801_avg.nii.gz	syn10285004	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0014001_avg.nii.gz	syn10284975	DET0014001_avg.nii.gz	syn10285005	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0014401_avg.nii.gz	syn10284975	DET0014401_avg.nii.gz	syn10284998	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0014501_avg.nii.gz	syn10284975	DET0014501_avg.nii.gz	syn10284997	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0014601_avg.nii.gz	syn10284975	DET0014601_avg.nii.gz	syn10285000	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0014701_avg.nii.gz	syn10284975	DET0014701_avg.nii.gz	syn10285002	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0014801_avg.nii.gz	syn10284975	DET0014801_avg.nii.gz	syn10285009	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0014901_avg.nii.gz	syn10284975	DET0014901_avg.nii.gz	syn10285010	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0015001_avg.nii.gz	syn10284975	DET0015001_avg.nii.gz	syn10284986	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0015101_avg.nii.gz	syn10284975	DET0015101_avg.nii.gz	syn10284984	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0015501_avg.nii.gz	syn10284975	DET0015501_avg.nii.gz	syn10284994	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0019401_avg.nii.gz	syn10284975	DET0019401_avg.nii.gz	syn10285006	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0020201_avg.nii.gz	syn10284975	DET0020201_avg.nii.gz	syn10285013	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0021401_avg.nii.gz	syn10284975	DET0021401_avg.nii.gz	syn10284983	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0024301_avg.nii.gz	syn10284975	DET0024301_avg.nii.gz	syn10284981	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0025001_avg.nii.gz	syn10284975	DET0025001_avg.nii.gz	syn10285014	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0026201_avg.nii.gz	syn10284975	DET0026201_avg.nii.gz	syn10284992	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0026601_avg.nii.gz	syn10284975	DET0026601_avg.nii.gz	syn10284989	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0026701_avg.nii.gz	syn10284975	DET0026701_avg.nii.gz	syn10284990	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0027601_avg.nii.gz	syn10284975	DET0027601_avg.nii.gz	syn10285003	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0029201_avg.nii.gz	syn10284975	DET0029201_avg.nii.gz	syn10284991	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0029301_avg.nii.gz	syn10284975	DET0029301_avg.nii.gz	syn10284988	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0029601_avg.nii.gz	syn10284975	DET0029601_avg.nii.gz	syn10284993	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0029901_avg.nii.gz	syn10284975	DET0029901_avg.nii.gz	syn10284982	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0030301_avg.nii.gz	syn10284975	DET0030301_avg.nii.gz	syn10284980	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0035301_avg.nii.gz	syn10284975	DET0035301_avg.nii.gz	syn10284977	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0042201_avg.nii.gz	syn10284975	DET0042201_avg.nii.gz	syn10284995	True	application/gzip				
d:\master\1st_semester\deep_learning\project\deepm\imagests\det0042301_avg.nii.gz	syn10284975	DET0042301_avg.nii.gz	syn10284996	True	application/gzip				
